ANP - Agência Nacional do Petroleo, Gás Natural e Biocombustíveis;;;;Data: 05/04/2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SIGEP Produção - Versão 9.19, build 17 (Oracle 11g);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BMP - Produção de Petróleo, Gás Natural e Água (Poço) por Campo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)"
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;
Rio de Janeiro;Campos;3-BRSA-1017D-RJS;3MLL69DRJS;MARLIM LESTE;Petrobras;480000039009703;2019/02;601,8721;0,0000;601,8721;13,6845;0,0000;13,6845;382,70951;715,1350;PETROBRAS 53;UEP;547;2015/07;Marlim Leste;24,7;< 290ºC;32,18%;290ºC a 380ºC;14,20%;> 380ºC;53,62%;71,288;11,049;9,002;1,477;3,105;0,57;0,706;0,311;0,104;0,036;0,036;0;0;0,005;0,879;1,432;2,033381;532,054944;40490,1478
Rio de Janeiro;Santos;3-BRSA-1053-RJS;3RJS699;BÚZIOS;Petrobras;48610012913201000;2019/02;10.772,9395;0,0000;10.772,9395;302,2193;0,0000;302,2193;3.424,61582;8,1467;Petrobras 75 (P-75);UEP;671;2015/07;Búzios;28,4;< 270ºC;31,07%;270ºC a 458ºC;30,08%;> 458ºC;38,85%;48,75;10,676;8,406;1,531;3,382;0,791;1,181;0,759;0,444;0,243;0,302;0,189;0;0;0,292;23,054;2,053421;534,429234;30857,3741
Rio de Janeiro;Santos;3-BRSA-1305A-RJS;3RJS739A;MERO;Petrobras;48610011150201300;2019/02;41.826,1873;0,0000;41.826,1873;2.769,9946;0,0000;2.769,9946;8.289,02001;83,8194;FPSO PIONEIRO DE LIBRA;UEP;672;2017/06;LIBRA;29,1;< 270ºC;32,57%;270ºC a 458ºC;25,51%;> 458ºC;41,92%;42,61;5,896;4,447;0,748;1,527;0,424;0,7;0,582;0,054;0,001;0;0;0;0,026;1,101;41,884;2,035333;532,262698;21882,3812
Rio de Janeiro;Santos;3-BRSA-496-RJS;3RJS646;LULA;Petrobras;486100038862000;2019/02;21.636,0593;0,0000;21.636,0593;1.145,0336;0,0000;1.145,0336;18.149,18447;949,2262;FPSO CIDADE DE ANGRA DOS REIS;UEP;670;2015/07;Lula;31;< 270ºC;35,35%;270ºC a 458ºC;26,38%;> 458ºC;38,27%;71,18878;11,17027;6,90041;1,16554;2,13203;0,4341;0,47354;0,21106;0,06474;0,01789;0,01041;0;0;0;0,70426;5,52697;2,025098;531,062146;38716,2307
São Paulo;Santos;3-BRSA-788-SPS;3SPS69;SAPINHOÁ;Petrobras;486100038842000;2019/02;22.087,6424;0,0000;22.087,6424;1.026,0191;0,0000;1.026,0191;17.180,68348;0,0000;FPSO CIDADE DE ILHA BELA;UEP;647;2018/11;Sapinhoá;30,1;< 270ºC;34,10%;270ºC a 458ºC;27,91%;> 458ºC;37,99%;70,40757;11,4576;9,16978;1,31006;2,28984;0,37572;0,39816;0,07168;0,01421;0,0054;0,0015;0;0;0;1,05059;3,44789;2,000271;528,090035;39620,2435
São Paulo;Santos;3-BRSA-788-SPS;3SPS69;NORDESTE DE SAPINHOÁ;Petrobras;486100038842000;2019/02;60,3223;0,0000;60,3223;2,8021;0,0000;2,8021;46,92079;0,0000;FPSO CIDADE DE ILHA BELA;UEP;647;2018/11;Sapinhoá;30,1;< 270ºC;34,10%;270ºC a 458ºC;27,91%;> 458ºC;37,99%;70,40757;11,4576;9,16978;1,31006;2,28984;0,37572;0,39816;0,07168;0,01421;0,0054;0,0015;0;0;0;1,05059;3,44789;2,000271;528,090035;39620,2435
São Paulo;Santos;3-BRSA-788-SPS;3SPS69;NOROESTE DE SAPINHOA;Petrobras;486100038842000;2019/02;289,9145;0,0000;289,9145;13,4671;0,0000;13,4671;225,50712;0,0000;FPSO CIDADE DE ILHA BELA;UEP;647;2018/11;Sapinhoá;30,1;< 270ºC;34,10%;270ºC a 458ºC;27,91%;> 458ºC;37,99%;70,40757;11,4576;9,16978;1,31006;2,28984;0,37572;0,39816;0,07168;0,01421;0,0054;0,0015;0;0;0;1,05059;3,44789;2,000271;528,090035;39620,2435
São Paulo;Santos;3-BRSA-788-SPS;3SPS69;SUDOESTE DE SAPINHOÁ;Petrobras;486100038842000;2019/02;498,4053;0,0000;498,4053;23,1520;0,0000;23,1520;387,67995;0,0000;FPSO CIDADE DE ILHA BELA;UEP;647;2018/11;Sapinhoá;30,1;< 270ºC;34,10%;270ºC a 458ºC;27,91%;> 458ºC;37,99%;70,40757;11,4576;9,16978;1,31006;2,28984;0,37572;0,39816;0,07168;0,01421;0,0054;0,0015;0;0;0;1,05059;3,44789;2,000271;528,090035;39620,2435
